Attrition,Business Travel,Department,Education Field,Employee Number,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,Daily Rate,Distance From Home,Education,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
0,Travel_Rarely,R&D,Other,1871,Male,Research Scientist,Divorced,0,2,39,835,19,Master's Degree,1,4,41,3,2,4,3902,5141,8,14,3,2,80,3,7,3,2,2,2,2
0,Travel_Rarely,R&D,Life Sciences,2031,Male,Manager,Married,0,2,42,300,2,Bachelor's Degree,1,1,56,3,5,3,18880,17312,5,11,3,1,80,0,24,2,22,6,4,14
0,Travel_Rarely,R&D,Medical,1543,Male,Research Scientist,Married,0,2,37,674,13,Bachelor's Degree,1,1,47,3,2,4,4285,3031,1,17,3,1,80,0,10,3,10,8,3,7
0,Travel_Rarely,R&D,Life Sciences,1434,Male,Laboratory Technician,Married,0,3,27,1377,11,High School,1,2,91,3,1,3,2099,7679,0,14,3,2,80,0,6,4,5,0,1,4
0,Travel_Rarely,R&D,Life Sciences,1621,Male,Research Scientist,Married,0,2,35,819,18,Doctoral Degree,1,2,48,4,2,3,5208,26312,1,11,3,4,80,0,16,3,16,15,1,10
0,Travel_Rarely,R&D,Medical,2068,Male,Laboratory Technician,Married,0,3,34,628,8,Bachelor's Degree,1,2,82,4,2,3,4404,10228,2,12,3,1,80,0,6,4,4,3,1,2
0,Travel_Rarely,R&D,Medical,1689,Male,Healthcare Representative,Married,0,2,53,1395,24,Master's Degree,1,2,48,4,3,4,7005,3458,3,15,3,3,80,0,11,3,4,3,1,2
0,Travel_Rarely,R&D,Life Sciences,1867,Male,Research Director,Married,0,3,48,1224,10,Bachelor's Degree,1,4,91,2,5,2,19665,13583,4,12,3,4,80,0,29,3,22,10,12,9
0,Travel_Rarely,R&D,Medical,1989,Male,Laboratory Technician,Married,0,6,30,911,1,Associates Degree,1,4,76,3,1,2,3748,4077,1,13,3,3,80,0,12,2,12,8,1,7
0,Travel_Rarely,R&D,Life Sciences,1954,Male,Healthcare Representative,Married,0,5,29,136,1,Bachelor's Degree,1,1,89,3,2,3,5373,6225,0,12,3,1,80,1,6,2,5,3,0,2
0,Travel_Rarely,R&D,Technical Degree,1473,Male,Healthcare Representative,Married,0,0,49,1495,5,Master's Degree,1,4,96,3,2,4,6651,21534,2,14,3,2,80,1,20,2,3,2,1,2
0,Travel_Rarely,R&D,Life Sciences,1971,Male,Healthcare Representative,Married,0,1,43,574,11,Bachelor's Degree,1,1,30,3,3,3,7510,16873,1,17,3,2,80,1,10,3,10,9,0,9
0,Travel_Rarely,R&D,Technical Degree,1415,Male,Laboratory Technician,Married,0,2,25,949,1,Bachelor's Degree,1,4,81,3,1,4,3229,4910,4,11,3,2,80,1,7,2,3,2,0,2
0,Travel_Rarely,R&D,Technical Degree,1438,Male,Research Scientist,Married,0,2,47,465,1,Bachelor's Degree,1,4,74,3,1,4,3420,10205,7,12,3,3,80,1,17,2,6,5,1,2
0,Travel_Rarely,R&D,Medical,1826,Male,Laboratory Technician,Married,0,2,35,185,23,Master's Degree,1,2,91,1,1,3,2705,9696,0,16,3,2,80,1,6,4,5,4,0,3
0,Travel_Rarely,R&D,Medical,1609,Male,Research Scientist,Married,0,3,30,241,7,Bachelor's Degree,1,2,48,2,1,2,2141,5348,1,12,3,2,80,1,6,2,6,4,1,1
0,Travel_Rarely,R&D,Medical,1696,Male,Laboratory Technician,Married,0,3,34,1157,5,Associates Degree,1,2,57,2,2,4,3986,11912,1,14,3,3,80,1,15,4,15,10,4,13
0,Travel_Rarely,R&D,Technical Degree,1931,Male,Research Scientist,Married,0,3,27,1354,2,Master's Degree,1,4,41,3,1,4,2226,6073,1,11,3,3,80,1,6,2,5,3,1,2
0,Travel_Rarely,R&D,Life Sciences,1721,Male,Laboratory Technician,Married,0,2,31,741,2,Master's Degree,1,2,69,3,1,3,3477,18103,1,14,3,4,80,1,6,4,5,2,0,3
0,Travel_Rarely,R&D,Life Sciences,1729,Male,Research Scientist,Married,0,2,30,793,16,High School,1,2,33,3,1,4,2862,3811,1,12,3,2,80,1,10,2,10,0,0,8
0,Travel_Rarely,R&D,Life Sciences,1580,Male,Research Scientist,Married,0,3,34,1351,1,Master's Degree,1,2,45,3,2,4,5484,13008,9,17,3,2,80,1,9,2,2,2,2,1
0,Travel_Rarely,R&D,Life Sciences,1903,Male,Healthcare Representative,Married,0,5,44,170,1,Master's Degree,1,2,78,4,2,3,5033,9364,2,15,3,4,80,1,10,3,2,0,2,2
0,Travel_Rarely,R&D,Medical,1542,Male,Laboratory Technician,Married,0,3,42,1210,2,Bachelor's Degree,1,3,68,2,1,2,4841,24052,4,14,3,2,80,1,4,3,1,0,0,0
0,Travel_Rarely,R&D,Life Sciences,1601,Male,Laboratory Technician,Married,0,5,35,1349,7,Associates Degree,1,3,63,2,1,4,2690,7713,1,18,3,4,80,1,1,2,1,0,0,1
0,Travel_Rarely,R&D,Medical,1911,Male,Research Director,Married,0,3,42,1396,6,Bachelor's Degree,1,3,83,3,3,3,13348,14842,9,13,3,2,80,1,18,4,13,7,5,7
0,Travel_Rarely,R&D,Life Sciences,1799,Male,Research Scientist,Married,0,6,28,1181,1,Bachelor's Degree,1,3,82,3,1,4,2044,5531,1,11,3,3,80,1,5,4,5,3,0,3
0,Travel_Rarely,R&D,Life Sciences,1763,Male,Healthcare Representative,Married,0,3,30,305,16,Bachelor's Degree,1,3,58,4,2,3,5294,9128,3,16,3,3,80,1,10,3,7,0,1,7
0,Travel_Rarely,R&D,Medical,1707,Male,Research Scientist,Married,0,1,24,581,9,Bachelor's Degree,1,3,62,4,1,3,4401,17616,1,16,3,4,80,1,5,3,5,3,0,4
0,Travel_Rarely,R&D,Medical,2062,Male,Healthcare Representative,Married,0,5,39,613,6,High School,1,4,42,2,3,3,9991,21457,4,15,3,1,80,1,9,3,7,7,1,7
0,Travel_Rarely,R&D,Life Sciences,1523,Male,Research Director,Married,0,1,44,136,28,Bachelor's Degree,1,4,32,3,4,3,16328,22074,3,13,3,3,80,1,24,4,20,6,14,17
0,Travel_Rarely,R&D,Life Sciences,1728,Male,Manufacturing Director,Married,0,3,35,1370,27,Master's Degree,1,4,49,3,2,3,6883,5151,2,16,3,2,80,1,17,3,7,7,0,7
0,Travel_Rarely,R&D,Life Sciences,1798,Male,Research Scientist,Married,0,1,33,867,8,Master's Degree,1,4,90,4,1,3,3143,6076,6,19,3,2,80,1,14,3,10,8,7,6
0,Travel_Rarely,R&D,Technical Degree,1592,Male,Research Scientist,Married,0,2,23,977,10,Bachelor's Degree,1,4,45,4,1,4,2073,12826,2,16,3,4,80,1,4,3,2,2,2,2
0,Travel_Rarely,R&D,Life Sciences,1682,Male,Healthcare Representative,Married,0,2,36,1351,26,Master's Degree,1,1,80,3,2,3,5347,7419,6,14,3,2,80,2,10,2,3,2,0,2
0,Travel_Rarely,R&D,Life Sciences,2012,Male,Laboratory Technician,Married,0,3,40,543,1,Master's Degree,1,1,83,3,1,4,2406,4060,8,19,3,3,80,2,8,2,1,0,0,0
0,Travel_Rarely,R&D,Medical,1803,Male,Healthcare Representative,Married,0,2,42,1128,13,Bachelor's Degree,1,2,95,4,2,3,5538,5696,5,18,3,3,80,2,10,2,0,0,0,0
0,Travel_Rarely,R&D,Life Sciences,1596,Male,Laboratory Technician,Married,0,3,35,750,28,Bachelor's Degree,1,2,46,4,2,3,3407,25348,1,17,3,4,80,2,10,2,10,9,6,8
0,Travel_Rarely,R&D,Life Sciences,1514,Male,Manufacturing Director,Married,0,2,28,1083,29,High School,1,3,96,1,2,2,6549,3173,1,14,3,2,80,2,8,2,8,6,1,7
0,Travel_Rarely,R&D,Life Sciences,1558,Male,Research Scientist,Married,0,2,29,598,9,Bachelor's Degree,1,3,91,4,1,3,2451,22376,6,18,3,1,80,2,5,2,1,0,0,0
0,Travel_Rarely,R&D,Medical,1618,Male,Manufacturing Director,Married,0,3,39,1387,10,Doctoral Degree,1,2,76,3,2,1,5377,3835,2,13,3,4,80,3,10,3,7,7,7,7
0,Travel_Rarely,R&D,Medical,1698,Male,Laboratory Technician,Married,0,6,33,267,21,Bachelor's Degree,1,2,79,4,1,2,2028,13637,1,18,3,4,80,3,14,3,14,11,2,13
0,Travel_Rarely,R&D,Medical,1770,Male,Research Director,Married,0,2,55,478,2,Bachelor's Degree,1,3,60,2,5,1,19038,19805,8,12,3,2,80,3,34,3,1,0,0,0
0,Travel_Rarely,R&D,Life Sciences,1631,Male,Manufacturing Director,Married,0,2,37,671,19,Bachelor's Degree,1,3,85,3,2,3,5768,26493,3,17,3,1,80,3,9,2,4,3,0,2
0,Travel_Rarely,R&D,Medical,1718,Male,Laboratory Technician,Married,0,3,26,390,17,Master's Degree,1,4,62,1,1,3,2305,6217,1,15,3,3,80,3,3,4,3,2,0,2
0,Travel_Rarely,R&D,Life Sciences,1435,Male,Laboratory Technician,Single,0,2,36,172,4,Master's Degree,1,1,37,2,2,4,5810,22604,1,16,3,3,80,0,10,2,10,4,1,8
0,Travel_Rarely,R&D,Life Sciences,1659,Male,Laboratory Technician,Single,0,4,36,311,7,Bachelor's Degree,1,1,77,3,1,2,2013,10950,2,11,3,3,80,0,15,3,4,3,1,3
0,Travel_Rarely,R&D,Life Sciences,1533,Male,Laboratory Technician,Single,0,2,23,507,20,High School,1,1,97,3,2,3,2272,24812,0,14,3,2,80,0,5,3,4,3,1,2
0,Travel_Rarely,R&D,Medical,1577,Male,Research Scientist,Single,0,4,34,479,7,Master's Degree,1,1,35,3,1,4,2972,22061,1,13,3,3,80,0,1,1,1,0,0,0
0,Travel_Rarely,R&D,Life Sciences,2014,Male,Research Scientist,Single,0,2,39,116,24,High School,1,1,52,3,2,4,4108,5340,7,13,3,1,80,0,18,3,7,7,1,7
0,Travel_Rarely,R&D,Life Sciences,1981,Male,Healthcare Representative,Single,0,2,24,771,1,Associates Degree,1,2,45,2,2,3,4617,14120,1,12,3,2,80,0,4,2,4,3,1,2
0,Travel_Rarely,R&D,Medical,2008,Male,Research Scientist,Single,0,5,35,1395,9,Master's Degree,1,2,48,3,2,3,5098,18698,1,19,3,2,80,0,10,3,10,7,0,8
0,Travel_Rarely,R&D,Life Sciences,1814,Male,Healthcare Representative,Single,0,3,41,447,5,Bachelor's Degree,1,2,85,4,2,2,6870,15530,3,12,3,1,80,0,11,1,3,2,1,2
0,Travel_Rarely,R&D,Life Sciences,2048,Male,Research Scientist,Single,0,2,40,1322,2,Master's Degree,1,3,52,2,1,3,2809,2725,2,14,3,4,80,0,8,3,2,2,2,2
0,Travel_Rarely,R&D,Medical,1952,Male,Laboratory Technician,Single,0,6,26,157,1,Bachelor's Degree,1,3,95,3,1,1,2867,20006,0,13,3,4,80,0,8,2,7,7,7,6
0,Travel_Rarely,R&D,Life Sciences,1727,Male,Healthcare Representative,Single,0,3,46,717,13,Master's Degree,1,3,34,3,2,2,5562,9697,6,14,3,4,80,0,19,3,10,7,0,9
0,Travel_Rarely,R&D,Life Sciences,1677,Male,Manager,Single,0,2,49,809,1,Bachelor's Degree,1,3,36,3,4,3,15379,22384,4,14,3,1,80,0,23,3,8,7,0,0
0,Travel_Rarely,R&D,Medical,1623,Male,Research Scientist,Single,0,2,21,546,5,High School,1,3,97,3,1,4,3117,26009,1,18,3,3,80,0,3,3,2,2,2,2
0,Travel_Rarely,R&D,Other,1417,Male,Laboratory Technician,Single,0,2,26,652,7,Bachelor's Degree,1,3,100,4,1,1,3578,23577,0,12,3,4,80,0,8,3,7,7,0,7
0,Travel_Rarely,R&D,Medical,1564,Male,Laboratory Technician,Single,0,3,35,992,1,Bachelor's Degree,1,4,68,2,1,1,2450,21731,1,19,3,2,80,0,3,3,3,0,1,2
0,Travel_Rarely,R&D,Life Sciences,1545,Male,Manufacturing Director,Single,0,2,33,575,25,Bachelor's Degree,1,4,44,2,2,2,4320,24152,1,13,3,4,80,0,5,3,5,3,0,2
0,Travel_Rarely,R&D,Life Sciences,1883,Male,Laboratory Technician,Single,0,2,29,592,7,Bachelor's Degree,1,4,59,3,1,1,2062,19384,3,14,3,2,80,0,11,3,3,2,1,2
0,Travel_Rarely,R&D,Technical Degree,2038,Male,Research Scientist,Single,0,4,32,529,2,Bachelor's Degree,1,4,78,3,1,4,2439,11288,1,14,3,4,80,0,4,3,4,2,1,2
0,Travel_Rarely,R&D,Life Sciences,1475,Male,Research Scientist,Single,0,3,44,1467,20,Bachelor's Degree,1,4,49,3,1,2,3420,21158,1,13,3,3,80,0,6,2,5,2,1,3
0,Travel_Rarely,R&D,Life Sciences,1860,Male,Laboratory Technician,Single,0,3,42,1142,8,Bachelor's Degree,1,4,81,3,1,3,3968,13624,4,13,3,4,80,0,8,3,0,0,0,0
0,Travel_Rarely,R&D,Life Sciences,2007,Male,Research Scientist,Single,0,2,22,581,1,Associates Degree,1,4,63,3,1,3,3375,17624,0,12,3,4,80,0,4,4,3,2,1,2
0,Travel_Rarely,R&D,Other,1982,Male,Laboratory Technician,Single,0,6,23,571,12,Associates Degree,1,4,78,3,1,4,2647,13672,1,13,3,3,80,0,5,4,5,2,1,4
0,Travel_Rarely,R&D,Medical,1472,Male,Research Director,Single,0,2,53,447,2,Bachelor's Degree,1,4,39,4,4,2,16598,19764,4,12,3,2,80,0,35,2,9,8,8,8
0,Travel_Rarely,Sales,Life Sciences,1453,Male,Sales Executive,Divorced,0,5,31,326,8,Associates Degree,1,1,31,3,3,4,10793,8386,1,18,3,1,80,1,13,3,13,7,9,9
0,Travel_Rarely,Sales,Marketing,1754,Male,Sales Executive,Divorced,0,2,30,979,15,Associates Degree,1,3,94,2,3,2,7140,3088,2,11,3,1,80,1,12,3,7,7,1,7
0,Travel_Rarely,Sales,Life Sciences,2037,Male,Sales Executive,Divorced,0,5,41,930,3,Bachelor's Degree,1,3,57,2,2,2,8938,12227,2,11,3,3,80,1,14,3,5,4,0,4
0,Travel_Rarely,Sales,Medical,1951,Male,Sales Executive,Divorced,0,2,34,1239,13,Master's Degree,1,4,39,3,3,3,8628,22914,1,18,3,3,80,1,9,2,8,7,1,1
0,Travel_Rarely,Sales,Life Sciences,1497,Male,Sales Executive,Divorced,0,3,29,1246,19,Bachelor's Degree,1,3,77,2,2,3,8620,23757,1,14,3,3,80,2,10,3,10,7,0,4
0,Travel_Rarely,Sales,Medical,1670,Male,Sales Executive,Divorced,0,5,33,392,2,Master's Degree,1,4,93,3,2,4,5505,3921,1,14,3,3,80,2,6,3,6,2,0,4
0,Travel_Rarely,Sales,Marketing,1466,Male,Sales Executive,Divorced,0,3,48,1221,7,Bachelor's Degree,1,3,96,3,2,2,5486,24795,4,11,3,1,80,3,15,3,2,2,2,2
0,Travel_Rarely,Sales,Medical,1548,Male,Sales Executive,Married,0,5,40,1342,9,Associates Degree,1,1,47,3,2,1,5473,19345,0,12,3,4,80,0,9,4,8,4,7,1
0,Travel_Rarely,Sales,Life Sciences,1560,Male,Sales Executive,Married,0,6,33,1242,8,Master's Degree,1,1,46,3,2,1,6392,10589,2,13,3,4,80,1,8,1,2,2,2,2
0,Travel_Rarely,Sales,Life Sciences,1996,Male,Sales Representative,Married,0,1,31,1154,2,Associates Degree,1,1,54,3,1,3,3067,6393,0,19,3,3,80,1,3,3,2,2,1,2
0,Travel_Rarely,Sales,Technical Degree,1749,Male,Sales Executive,Married,0,3,31,1003,5,Bachelor's Degree,1,4,51,3,2,4,8346,20943,1,19,3,3,80,1,6,3,5,2,0,2
0,Travel_Rarely,Sales,Medical,2013,Male,Sales Representative,Married,0,2,32,234,1,Master's Degree,1,2,68,2,1,2,2269,18024,0,14,3,2,80,1,3,3,2,2,2,2
0,Travel_Rarely,Sales,Medical,1945,Male,Sales Executive,Married,0,2,35,682,18,Master's Degree,1,2,71,3,2,1,5561,15975,0,16,3,4,80,1,6,1,5,3,0,4
0,Travel_Rarely,Sales,Technical Degree,1568,Male,Sales Executive,Married,0,3,30,1288,29,Master's Degree,1,4,33,3,3,4,9250,17799,3,12,3,2,80,1,9,3,4,2,1,3
0,Travel_Rarely,Sales,Life Sciences,1582,Male,Sales Executive,Married,0,3,38,1245,14,Bachelor's Degree,1,3,80,3,2,2,9924,12355,0,11,3,4,80,1,10,3,9,8,7,7
0,Travel_Rarely,Sales,Life Sciences,1739,Male,Sales Executive,Married,0,2,32,371,19,Bachelor's Degree,1,4,80,1,3,3,9610,3840,3,13,3,3,80,1,10,1,4,3,0,2
0,Travel_Rarely,Sales,Life Sciences,1492,Male,Sales Representative,Married,0,3,35,660,7,High School,1,4,76,3,1,3,2404,16192,1,13,3,1,80,1,1,3,1,0,0,0
0,Travel_Rarely,Sales,Marketing,1446,Male,Sales Executive,Married,0,3,32,601,7,Doctoral Degree,1,4,97,3,2,2,9204,23343,4,12,3,3,80,1,7,2,4,3,0,3
0,Travel_Rarely,Sales,Medical,1588,Male,Sales Executive,Married,0,3,39,1462,6,Bachelor's Degree,1,4,38,4,3,3,8237,4658,2,11,3,1,80,1,11,3,7,6,7,6
0,Travel_Rarely,Sales,Marketing,1787,Male,Sales Executive,Married,0,2,37,589,9,Associates Degree,1,2,46,2,2,2,4189,8800,1,14,3,1,80,2,5,3,5,2,0,3
0,Travel_Rarely,Sales,Marketing,1908,Male,Sales Executive,Married,0,1,36,335,17,Associates Degree,1,3,33,2,2,2,5507,16822,2,16,3,3,80,2,12,1,4,2,1,3
0,Travel_Rarely,Sales,Life Sciences,1995,Male,Sales Executive,Married,0,3,38,1321,1,Master's Degree,1,4,86,3,2,2,4440,7636,0,15,3,1,80,2,16,3,15,13,5,8
0,Travel_Rarely,Sales,Life Sciences,1479,Male,Sales Executive,Married,0,2,30,1358,16,High School,1,4,96,3,2,3,5301,2939,8,15,3,3,80,2,4,2,2,1,2,2
0,Travel_Rarely,Sales,Life Sciences,1961,Male,Sales Representative,Single,0,3,38,1404,1,Bachelor's Degree,1,1,59,2,1,1,2858,11473,4,14,3,1,80,0,20,2,1,0,0,0
0,Travel_Rarely,Sales,Marketing,1975,Male,Sales Executive,Single,0,3,39,119,15,Master's Degree,1,2,77,3,4,1,13341,25098,0,12,3,1,80,0,21,3,20,8,11,10
0,Travel_Rarely,Sales,Medical,1740,Male,Manager,Single,0,3,40,611,7,Master's Degree,1,2,88,3,5,2,19833,4349,1,14,3,2,80,0,21,2,21,8,12,8
0,Travel_Rarely,Sales,Marketing,1924,Male,Sales Executive,Single,0,2,33,217,10,Master's Degree,1,2,43,3,2,1,5487,10410,1,14,3,2,80,0,10,2,10,4,0,9
0,Travel_Rarely,Sales,Medical,1650,Male,Sales Executive,Single,0,2,29,469,10,Bachelor's Degree,1,3,42,2,2,3,5869,23413,9,11,3,3,80,0,8,3,5,2,1,4
0,Travel_Rarely,Sales,Medical,1836,Male,Sales Executive,Single,0,4,26,572,10,Bachelor's Degree,1,3,46,3,2,4,4684,9125,1,13,3,1,80,0,5,3,5,3,1,2
0,Travel_Rarely,Sales,Other,1478,Male,Sales Executive,Single,0,2,34,1326,3,Bachelor's Degree,1,4,81,1,2,1,4759,15891,3,18,3,4,80,0,15,3,13,9,3,12
0,Travel_Rarely,Sales,Life Sciences,1680,Male,Sales Representative,Single,0,3,20,727,9,High School,1,4,54,3,1,1,2728,21082,1,11,3,1,80,0,2,3,2,2,0,2
0,Travel_Rarely,Sales,Medical,1469,Male,Sales Executive,Single,0,4,28,866,5,Bachelor's Degree,1,4,84,3,2,1,8463,23490,0,18,3,4,80,0,6,3,5,4,1,3
0,Travel_Rarely,Sales,Marketing,1708,Male,Sales Executive,Single,0,3,41,918,6,Bachelor's Degree,1,4,35,3,3,1,9241,15869,1,12,3,2,80,0,10,3,10,8,8,7
0,Travel_Rarely,Sales,Marketing,1965,Male,Sales Executive,Single,0,5,27,954,9,Bachelor's Degree,1,4,44,3,2,1,4105,5099,1,14,3,1,80,0,7,3,7,7,0,7
0,Travel_Rarely,Sales,Life Sciences,1602,Male,Manager,Single,0,5,46,563,1,Master's Degree,1,4,56,4,4,1,17567,3156,1,15,3,2,80,0,27,1,26,0,0,12
0,0n-Travel,R&D,Other,1605,Female,Research Scientist,Married,1,2,22,457,26,Associates Degree,1,2,85,2,1,3,2814,10293,1,14,3,2,80,0,4,2,4,2,1,3
0,Travel_Frequently,R&D,Medical,1937,Female,Research Scientist,Divorced,1,3,38,1394,8,Bachelor's Degree,1,4,58,2,2,2,2133,18115,1,16,3,3,80,1,20,3,20,11,0,7
0,Travel_Frequently,R&D,Technical Degree,1646,Female,Research Scientist,Single,1,2,24,567,2,High School,1,4,32,3,1,4,3760,17218,1,13,3,3,80,0,6,3,6,3,1,3
0,Travel_Frequently,R&D,Life Sciences,1850,Female,Laboratory Technician,Single,1,3,27,1297,5,Associates Degree,1,4,53,3,1,4,2379,19826,0,14,3,3,80,0,6,2,5,4,0,2
0,Travel_Rarely,HR,Life Sciences,1683,Female,Human Resources,Divorced,1,2,44,528,1,Bachelor's Degree,1,3,44,3,1,4,3195,4167,4,18,3,1,80,3,8,3,2,2,2,2
0,Travel_Rarely,HR,Life Sciences,2040,Female,Human Resources,Single,1,2,35,1146,26,Master's Degree,1,3,31,3,3,4,8837,16642,1,16,3,3,80,0,9,3,9,0,1,7
0,Travel_Rarely,R&D,Medical,1608,Female,Research Director,Divorced,1,4,44,1313,7,Bachelor's Degree,1,2,31,3,5,4,19049,3549,0,14,3,4,80,1,23,2,22,7,1,10
0,Travel_Rarely,R&D,Life Sciences,1827,Female,Manufacturing Director,Divorced,1,4,47,1001,4,Bachelor's Degree,1,3,92,2,3,2,10333,19271,8,12,3,3,80,1,28,3,22,11,14,10
0,Travel_Rarely,R&D,Medical,1674,Female,Laboratory Technician,Divorced,1,2,49,464,16,Bachelor's Degree,1,4,74,3,1,1,2587,24941,4,16,3,2,80,1,17,2,2,2,2,2
0,Travel_Rarely,R&D,Medical,1974,Female,Laboratory Technician,Divorced,1,4,31,1276,2,High School,1,4,59,1,1,4,1129,17536,1,11,3,3,80,3,1,3,1,0,0,0
0,Travel_Rarely,R&D,Other,1886,Female,Manufacturing Director,Married,1,2,35,219,16,Associates Degree,1,4,44,2,2,2,4788,25388,0,11,3,4,80,0,4,3,3,2,0,2
0,Travel_Rarely,R&D,Life Sciences,1893,Female,Research Scientist,Married,1,3,26,482,1,Associates Degree,1,2,90,2,1,3,2933,14908,1,13,3,3,80,1,1,2,1,0,1,0
0,Travel_Rarely,R&D,Life Sciences,1724,Female,Manufacturing Director,Married,1,3,40,369,8,Associates Degree,1,2,92,3,2,1,6516,5041,2,16,3,2,80,1,18,3,1,0,0,0
0,Travel_Rarely,R&D,Medical,2009,Female,Healthcare Representative,Married,1,6,33,501,15,Associates Degree,1,2,95,3,2,4,4878,21653,0,13,3,1,80,1,10,3,9,7,8,1
0,Travel_Rarely,R&D,Life Sciences,1661,Female,Healthcare Representative,Married,1,3,49,465,6,High School,1,3,41,2,4,3,13966,11652,2,19,3,2,80,1,30,3,15,11,2,12
0,Travel_Rarely,R&D,Life Sciences,1703,Female,Healthcare Representative,Married,1,2,44,921,2,Bachelor's Degree,1,3,96,4,3,4,7879,14810,1,19,3,2,80,1,9,3,8,7,6,7
0,Travel_Rarely,R&D,Medical,1638,Female,Manufacturing Director,Married,1,6,38,397,2,Associates Degree,1,4,54,2,3,3,7756,14199,3,19,3,4,80,1,10,4,5,4,0,2
0,Travel_Rarely,R&D,Life Sciences,1614,Female,Manufacturing Director,Married,1,2,36,559,12,Master's Degree,1,3,76,3,2,3,4663,12421,9,12,3,2,80,2,7,3,3,2,1,1
0,Travel_Rarely,R&D,Medical,1587,Female,Healthcare Representative,Single,1,4,35,670,10,Master's Degree,1,1,51,3,2,3,6142,4223,3,16,3,3,80,0,10,3,5,2,0,4
0,Travel_Rarely,R&D,Medical,1611,Female,Laboratory Technician,Single,1,3,45,1015,5,Doctoral Degree,1,3,50,1,2,1,5769,23447,1,14,3,1,80,0,10,3,10,7,1,4
0,Travel_Rarely,R&D,Medical,1980,Female,Manufacturing Director,Single,1,3,54,157,10,Bachelor's Degree,1,3,77,3,2,1,4440,25198,6,19,3,4,80,0,9,3,5,2,1,4
0,Travel_Rarely,R&D,Life Sciences,1641,Female,Manufacturing Director,Single,1,2,40,448,16,Bachelor's Degree,1,3,84,3,3,4,7945,19948,6,15,3,4,80,0,18,2,4,2,3,3
0,Travel_Rarely,Sales,Marketing,1815,Female,Sales Executive,Divorced,1,3,41,796,4,High School,1,3,81,3,3,1,10447,26458,0,13,3,4,80,1,23,4,22,14,13,5
0,Travel_Rarely,Sales,Medical,1912,Female,Sales Executive,Divorced,1,2,31,1079,10,Associates Degree,1,3,86,3,2,4,6583,20115,2,11,3,4,80,1,8,3,5,2,1,4
0,Travel_Rarely,Sales,Life Sciences,1962,Female,Sales Executive,Married,1,2,35,1224,7,Master's Degree,1,3,55,3,2,4,5204,13586,1,11,3,4,80,0,10,3,10,8,0,9
0,Travel_Rarely,Sales,Medical,1915,Female,Sales Executive,Married,1,3,34,735,3,High School,1,4,75,2,2,4,8103,16495,3,12,3,3,80,0,9,2,4,2,0,1
0,Travel_Rarely,Sales,Technical Degree,1880,Female,Sales Executive,Married,1,4,36,1266,10,Master's Degree,1,4,63,2,2,4,5673,6060,1,13,3,1,80,1,10,3,10,9,1,7
0,Travel_Rarely,Sales,Medical,1503,Female,Sales Executive,Married,1,4,47,571,14,Bachelor's Degree,1,3,78,3,2,3,4591,24200,3,17,3,3,80,1,11,2,5,4,1,2
0,Travel_Rarely,Sales,Life Sciences,1938,Female,Manager,Married,1,2,58,605,21,Bachelor's Degree,1,4,72,3,4,4,17875,11761,4,13,3,3,80,1,29,2,1,0,0,0
0,Travel_Rarely,Sales,Medical,1445,Female,Sales Executive,Married,1,3,24,1476,4,High School,1,4,42,3,2,3,4162,15211,1,12,3,3,80,2,5,3,5,4,0,3
0,Travel_Rarely,Sales,Marketing,1425,Female,Sales Executive,Single,1,3,36,1174,3,Master's Degree,1,1,99,3,2,1,9278,20763,3,16,3,4,80,0,15,3,5,4,0,1
0,0n-Travel,R&D,Life Sciences,1552,Male,Healthcare Representative,Divorced,1,2,40,1142,8,Associates Degree,1,4,72,3,2,4,4069,8841,3,18,3,3,80,0,8,3,2,2,2,2
0,0n-Travel,R&D,Medical,1948,Male,Research Scientist,Divorced,1,3,31,976,3,Associates Degree,1,3,48,3,1,1,3065,3995,1,13,3,4,80,1,4,4,4,2,2,3
0,0n-Travel,R&D,Life Sciences,1737,Male,Laboratory Technician,Married,1,2,39,792,1,Bachelor's Degree,1,4,77,3,2,4,6472,8989,1,15,3,4,80,1,9,3,9,8,5,8
0,0n-Travel,Sales,Life Sciences,1774,Male,Sales Executive,Divorced,1,3,34,1375,10,Bachelor's Degree,1,4,87,3,2,3,4001,12313,1,14,3,3,80,1,15,3,15,14,0,7
0,Travel_Frequently,HR,Human Resources,1642,Male,Human Resources,Married,1,3,44,602,1,Doctoral Degree,1,1,37,3,2,4,5743,10503,4,11,3,3,80,0,14,3,10,7,0,2
0,Travel_Frequently,HR,Other,1972,Male,Human Resources,Married,1,2,38,1444,1,Master's Degree,1,4,88,3,1,2,2991,5224,0,11,3,2,80,1,7,3,6,2,1,2
0,Travel_Frequently,R&D,Life Sciences,1837,Male,Research Director,Married,1,3,58,1216,15,Master's Degree,1,1,87,3,4,3,15787,21624,2,14,3,2,80,0,23,3,2,2,2,2
0,Travel_Frequently,R&D,Other,1932,Male,Research Scientist,Married,1,3,34,735,22,Master's Degree,1,3,86,2,2,4,5747,26496,1,15,3,2,80,0,16,3,15,10,6,11
